Losses: 
batches completed: 1, time taken: 32.51929330825806, loss: 45.95554733276367 
batches completed: 1612, time taken: 8.274841070175171, loss: 8865.61871767044 
batches completed: 1613, time taken: 8.276119709014893, loss: 8871.097738265991 
batches completed: 1614, time taken: 8.279712438583374, loss: 8876.81820344925 
batches completed: 1615, time taken: 8.284260511398315, loss: 8882.740659713745 
batches completed: 1616, time taken: 8.286701917648315, loss: 8888.233961582184 
batches completed: 1617, time taken: 8.298579216003418, loss: 8893.612698078156 
batches completed: 1618, time taken: 8.254379749298096, loss: 8899.527143478394 
batches completed: 1619, time taken: 8.274724245071411, loss: 8904.633316516876 
batches completed: 1620, time taken: 8.279778957366943, loss: 8909.936194896698 
batches completed: 1621, time taken: 8.280897855758667, loss: 8915.53839302063 
batches completed: 1622, time taken: 8.26233720779419, loss: 8920.730353832245 
batches completed: 1623, time taken: 8.275075197219849, loss: 8926.05440378189 
batches completed: 1624, time taken: 8.275764226913452, loss: 8931.47894191742 
batches completed: 1625, time taken: 8.27148175239563, loss: 8936.874681949615 
batches completed: 1626, time taken: 8.279423236846924, loss: 8942.455774784088 
batches completed: 1627, time taken: 8.276617765426636, loss: 8947.978707313538 
batches completed: 1628, time taken: 8.275086879730225, loss: 8953.50963306427 
batches completed: 1629, time taken: 8.267598867416382, loss: 8958.980342388153 
batches completed: 1630, time taken: 8.267870426177979, loss: 8964.38327550888 
batches completed: 1631, time taken: 8.264157772064209, loss: 8969.890073299408 
batches completed: 1632, time taken: 8.260949611663818, loss: 8975.138842582703 
batches completed: 1633, time taken: 8.270457029342651, loss: 8980.488530158997 
batches completed: 1634, time taken: 8.268394470214844, loss: 8985.983647346497 
batches completed: 1635, time taken: 8.278544187545776, loss: 8991.472317695618 
batches completed: 1636, time taken: 8.263522386550903, loss: 8996.868596553802 
batches completed: 1637, time taken: 8.259363651275635, loss: 9002.212721824646 
batches completed: 1638, time taken: 8.281433343887329, loss: 9007.91297674179 
batches completed: 1639, time taken: 8.268229246139526, loss: 9013.43278503418 
batches completed: 1640, time taken: 8.270986080169678, loss: 9018.937747955322 
batches completed: 1641, time taken: 8.257076978683472, loss: 9024.41360616684 
batches completed: 1642, time taken: 8.280214309692383, loss: 9029.754389762878 
